project_id,title,region,sector_focus,funding_target,organisation_type,popularity
PR1748,Synergistic non-volatile structure,West Africa,Health,25180,Social Enterprise,3
PR1749,Team-oriented multi-tasking portal,Southern Africa,Agriculture,12782,NGO,5
PR1750,Universal disintermediate migration,East Africa,Agriculture,42182,Social Enterprise,3
PR1751,Vision-oriented object-oriented benchmark,West Africa,Education,58060,Social Enterprise,0
PR1752,Monitored needs-based utilization,East Africa,Entrepreneurship,30380,CBO,2
PR1753,Networked client-server emulation,East Africa,Education,43606,CBO,3
PR1754,Realigned transitional protocol,North Africa,Education,82607,Faith-Based Org,2
PR1755,Front-line fresh-thinking orchestration,East Africa,Health,75438,NGO,3
PR1756,Phased discrete intranet,Southern Africa,Entrepreneurship,75564,CBO,2
PR1757,Assimilated real-time application,West Africa,Education,40319,Social Enterprise,0
PR1758,Devolved dynamic instruction set,West Africa,Education,80993,NGO,2
PR1759,Configurable zero tolerance architecture,North Africa,Agriculture,83439,Faith-Based Org,1
PR1760,Fully-configurable logistical superstructure,Southern Africa,Entrepreneurship,83793,CBO,2
PR1761,Up-sized systematic ability,West Africa,Health,23696,CBO,2
PR1762,Progressive composite conglomeration,North Africa,Infrastructure,30963,NGO,4
PR1763,Pre-emptive maximized open system,North Africa,Infrastructure,45499,Social Enterprise,0
PR1764,Fully-configurable disintermediate emulation,Southern Africa,Education,13593,NGO,2
PR1765,Programmable dynamic solution,North Africa,Education,83026,Social Enterprise,0
PR1766,Diverse static monitoring,West Africa,Entrepreneurship,31627,Faith-Based Org,0
PR1767,Optimized bifurcated Graphic Interface,Southern Africa,Entrepreneurship,17817,CBO,1
PR1768,Open-architected clear-thinking Graphical User Interface,East Africa,Infrastructure,63502,NGO,2
PR1769,Cross-platform didactic alliance,East Africa,Health,68126,Social Enterprise,0
PR1770,Object-based didactic hub,East Africa,Infrastructure,21791,Faith-Based Org,1
PR1771,Pre-emptive executive open system,Southern Africa,Infrastructure,46746,CBO,4
PR1772,Configurable object-oriented Internet solution,North Africa,Agriculture,55213,NGO,3
PR1773,Versatile upward-trending application,East Africa,Health,86370,Faith-Based Org,4
PR1774,Grass-roots asynchronous array,West Africa,Infrastructure,34958,NGO,2
PR1775,Upgradable transitional archive,West Africa,Entrepreneurship,82737,CBO,2
PR1776,Ameliorated modular knowledgebase,Southern Africa,Agriculture,23013,Social Enterprise,2
PR1777,Profit-focused solution-oriented array,West Africa,Education,26786,NGO,1
PR1778,Streamlined cohesive implementation,West Africa,Agriculture,95581,CBO,1
PR1779,Visionary 24/7 approach,Southern Africa,Agriculture,6301,Social Enterprise,1
PR1780,User-centric 6thgeneration monitoring,West Africa,Agriculture,32509,CBO,1
PR1781,Optional contextually-based complexity,West Africa,Entrepreneurship,88866,NGO,3
PR1782,Extended real-time analyzer,Southern Africa,Education,92318,NGO,2
PR1783,Distributed zero-defect infrastructure,North Africa,Infrastructure,82500,Faith-Based Org,2
PR1784,Multi-lateral national forecast,East Africa,Agriculture,66097,CBO,2
PR1785,Inverse stable ability,Southern Africa,Agriculture,22208,CBO,0
PR1786,Seamless exuding support,West Africa,Entrepreneurship,76467,CBO,1
PR1787,Object-based exuding analyzer,Southern Africa,Agriculture,96804,NGO,4
PR1788,Enterprise-wide tangible challenge,East Africa,Health,44650,Faith-Based Org,2
PR1789,Fundamental multi-state capacity,North Africa,Health,61547,Faith-Based Org,4
PR1790,Automated client-driven emulation,North Africa,Entrepreneurship,30988,CBO,4
PR1791,Profound needs-based conglomeration,East Africa,Education,82189,Faith-Based Org,2
PR1792,De-engineered dynamic hierarchy,Southern Africa,Health,51919,NGO,1
PR1793,Inverse secondary system engine,East Africa,Agriculture,66246,Social Enterprise,3
PR1794,Exclusive content-based archive,North Africa,Agriculture,12514,Social Enterprise,3
PR1795,Optimized tangible flexibility,Southern Africa,Entrepreneurship,74521,CBO,1
PR1796,Universal intermediate capacity,East Africa,Agriculture,96681,Faith-Based Org,1
PR1797,Synergized scalable database,North Africa,Education,58022,CBO,4
PR1798,Sharable modular archive,West Africa,Entrepreneurship,39881,Faith-Based Org,1
PR1799,Decentralized needs-based product,North Africa,Education,91305,CBO,4
PR1800,Public-key object-oriented implementation,Southern Africa,Agriculture,33404,Social Enterprise,0
PR1801,Visionary global matrix,Southern Africa,Health,81756,Faith-Based Org,3
PR1802,Sharable heuristic archive,East Africa,Entrepreneurship,25843,CBO,3
PR1803,Centralized mission-critical intranet,East Africa,Agriculture,6130,NGO,3
PR1804,Customer-focused system-worthy infrastructure,East Africa,Agriculture,91990,Faith-Based Org,2
PR1805,Inverse 24/7 knowledgebase,East Africa,Agriculture,63618,CBO,1
PR1806,Multi-tiered responsive Graphic Interface,North Africa,Education,82199,Social Enterprise,0
PR1807,Open-architected impactful success,East Africa,Health,16880,CBO,2
PR1808,Visionary even-keeled core,East Africa,Education,40851,NGO,2
PR1809,Open-architected encompassing artificial intelligence,Southern Africa,Entrepreneurship,80156,CBO,2
PR1810,De-engineered client-driven functionalities,West Africa,Health,84362,Faith-Based Org,3
PR1811,Cross-platform national utilization,North Africa,Education,95914,Faith-Based Org,3
PR1812,Operative zero administration info-mediaries,West Africa,Education,58727,Faith-Based Org,1
PR1813,Synchronized contextually-based neural-net,West Africa,Agriculture,49917,NGO,2
PR1814,Synchronized fresh-thinking extranet,Southern Africa,Infrastructure,30454,CBO,1
PR1815,Virtual value-added help-desk,West Africa,Infrastructure,42360,NGO,2
PR1816,Front-line global parallelism,West Africa,Education,85546,NGO,0
PR1817,Synergized 24hour infrastructure,West Africa,Health,80356,CBO,1
PR1818,Monitored executive Local Area Network,East Africa,Agriculture,31318,CBO,1
PR1819,Polarized cohesive hierarchy,East Africa,Education,44043,Faith-Based Org,2
PR1820,Monitored leadingedge contingency,West Africa,Health,82579,CBO,1
PR1821,Profound fresh-thinking open architecture,North Africa,Health,96072,NGO,1
PR1822,Digitized attitude-oriented knowledge user,North Africa,Health,74320,CBO,2
PR1823,Customer-focused full-range definition,North Africa,Infrastructure,91386,NGO,4
PR1824,Polarized leadingedge infrastructure,Southern Africa,Infrastructure,41829,Faith-Based Org,0
PR1825,Cross-group asymmetric throughput,West Africa,Infrastructure,12194,Faith-Based Org,1
PR1826,Open-source user-facing firmware,North Africa,Education,56238,Social Enterprise,4
PR1827,Reactive 4thgeneration implementation,East Africa,Entrepreneurship,98484,Social Enterprise,2
PR1828,Phased homogeneous data-warehouse,West Africa,Health,80031,Social Enterprise,1
PR1829,Grass-roots intermediate interface,East Africa,Infrastructure,27736,CBO,1
PR1830,User-centric tertiary workforce,Southern Africa,Infrastructure,16813,Faith-Based Org,3
PR1831,Visionary bi-directional adapter,North Africa,Education,34220,NGO,1
PR1832,Sharable even-keeled service-desk,East Africa,Education,58787,NGO,3
PR1833,Front-line attitude-oriented productivity,West Africa,Entrepreneurship,38944,Social Enterprise,3
PR1834,Triple-buffered contextually-based system engine,West Africa,Infrastructure,44278,CBO,2
PR1835,Reduced optimizing interface,East Africa,Health,55998,Social Enterprise,2
PR1836,Vision-oriented bifurcated orchestration,Southern Africa,Agriculture,20244,CBO,4
PR1837,Optimized incremental hub,North Africa,Education,65807,Faith-Based Org,1
PR1838,Quality-focused actuating support,North Africa,Entrepreneurship,52449,Faith-Based Org,1
PR1839,Visionary exuding array,North Africa,Health,60311,CBO,2
PR1840,Function-based responsive interface,Southern Africa,Entrepreneurship,43314,CBO,1
PR1841,Synchronized optimal firmware,West Africa,Agriculture,61173,NGO,3
PR1842,Grass-roots coherent success,North Africa,Agriculture,49588,NGO,3
PR1843,Public-key exuding hub,North Africa,Health,16343,Faith-Based Org,4
PR1844,Grass-roots impactful algorithm,East Africa,Education,44292,CBO,1
PR1845,Optional full-range groupware,West Africa,Education,42621,CBO,1
PR1846,Universal client-driven knowledge user,North Africa,Agriculture,39944,Social Enterprise,1
PR1847,Automated intangible database,West Africa,Infrastructure,27048,CBO,1
PR1848,Switchable foreground instruction set,Southern Africa,Agriculture,61151,Social Enterprise,2
PR1849,Vision-oriented fault-tolerant open system,East Africa,Entrepreneurship,55950,Social Enterprise,0
PR1850,Monitored composite matrix,North Africa,Entrepreneurship,6412,CBO,1
PR1851,Devolved solution-oriented artificial intelligence,Southern Africa,Agriculture,75263,Social Enterprise,2
PR1852,Innovative leadingedge leverage,East Africa,Infrastructure,22932,Faith-Based Org,4
PR1853,Integrated non-volatile algorithm,West Africa,Agriculture,95205,Faith-Based Org,0
PR1854,Monitored grid-enabled service-desk,East Africa,Education,72596,Faith-Based Org,0
PR1855,Public-key asynchronous workforce,Southern Africa,Health,90568,NGO,1
PR1856,Customer-focused actuating challenge,West Africa,Entrepreneurship,49420,CBO,1
PR1857,Multi-layered incremental open architecture,Southern Africa,Agriculture,68138,Social Enterprise,4
PR1858,Visionary bifurcated Local Area Network,East Africa,Health,56224,Social Enterprise,2
PR1859,De-engineered optimizing neural-net,East Africa,Agriculture,82328,NGO,2
PR1860,Virtual methodical functionalities,West Africa,Entrepreneurship,33884,Faith-Based Org,2
PR1861,Innovative grid-enabled architecture,West Africa,Agriculture,93075,Faith-Based Org,5
PR1862,Re-contextualized multi-tasking encryption,West Africa,Agriculture,69058,Faith-Based Org,3
PR1863,Digitized stable leverage,West Africa,Agriculture,34114,Faith-Based Org,4
PR1864,Operative coherent toolset,Southern Africa,Agriculture,32823,Faith-Based Org,3
PR1865,Visionary hybrid concept,West Africa,Infrastructure,54175,NGO,0
PR1866,Triple-buffered static attitude,North Africa,Agriculture,59478,Social Enterprise,3
PR1867,Universal bandwidth-monitored implementation,North Africa,Infrastructure,22219,Faith-Based Org,2
PR1868,Sharable reciprocal alliance,East Africa,Infrastructure,77542,NGO,3
PR1869,Multi-lateral demand-driven challenge,Southern Africa,Agriculture,95964,NGO,3
PR1870,Multi-lateral optimizing capability,Southern Africa,Entrepreneurship,84813,NGO,1
PR1871,Quality-focused dynamic architecture,West Africa,Education,64350,Faith-Based Org,1
PR1872,Versatile cohesive time-frame,East Africa,Entrepreneurship,19417,NGO,4
PR1873,Stand-alone multi-tasking firmware,Southern Africa,Agriculture,10375,Faith-Based Org,0
PR1874,Networked zero tolerance portal,North Africa,Health,43018,CBO,2
PR1875,Extended non-volatile service-desk,Southern Africa,Infrastructure,61151,NGO,3
PR1876,Optional didactic framework,Southern Africa,Health,34870,CBO,1
PR1877,Total static artificial intelligence,North Africa,Agriculture,60680,CBO,0
PR1878,Balanced systematic throughput,East Africa,Health,56951,Faith-Based Org,3
PR1879,Organized 5thgeneration budgetary management,North Africa,Education,7916,Faith-Based Org,2
PR1880,Mandatory secondary software,North Africa,Health,76826,CBO,1
PR1881,Programmable context-sensitive monitoring,East Africa,Education,60132,Faith-Based Org,2
PR1882,Inverse demand-driven system engine,North Africa,Entrepreneurship,89197,Social Enterprise,1
PR1883,Monitored multimedia projection,West Africa,Entrepreneurship,7116,Faith-Based Org,0
PR1884,Open-source systemic function,North Africa,Agriculture,33577,Social Enterprise,2
PR1885,Virtual user-facing monitoring,West Africa,Infrastructure,66699,CBO,0
PR1886,Distributed attitude-oriented open architecture,North Africa,Education,44935,CBO,3
PR1887,Virtual scalable secured line,North Africa,Infrastructure,8154,Social Enterprise,2
PR1888,Progressive composite orchestration,Southern Africa,Health,92915,Social Enterprise,4
PR1889,Quality-focused web-enabled Internet solution,East Africa,Education,20459,Faith-Based Org,1
PR1890,Self-enabling multimedia superstructure,West Africa,Agriculture,89923,Faith-Based Org,0
PR1891,Cloned didactic analyzer,West Africa,Entrepreneurship,57621,Faith-Based Org,0
PR1892,Open-source dedicated workforce,West Africa,Infrastructure,56216,CBO,4
PR1893,Function-based static core,East Africa,Health,14139,Faith-Based Org,0
PR1894,Multi-tiered client-server productivity,East Africa,Entrepreneurship,93626,NGO,5
PR1895,Organized global adapter,North Africa,Education,81050,CBO,0
PR1896,Synergized multi-tasking hierarchy,West Africa,Entrepreneurship,75321,CBO,3
PR1897,Down-sized global model,North Africa,Health,78643,CBO,2
PR1898,Reduced maximized functionalities,North Africa,Agriculture,31748,CBO,1
PR1899,Seamless optimal emulation,North Africa,Health,64970,NGO,1
PR1900,Cloned context-sensitive intranet,North Africa,Agriculture,85051,Social Enterprise,1
PR1901,Quality-focused impactful instruction set,East Africa,Infrastructure,81980,Social Enterprise,2
PR1902,Public-key bandwidth-monitored emulation,East Africa,Health,32033,CBO,3
PR1903,Networked zero tolerance array,West Africa,Education,47838,Social Enterprise,2
PR1904,Advanced dynamic hierarchy,West Africa,Health,41998,Social Enterprise,3
PR1905,Future-proofed intangible complexity,North Africa,Infrastructure,8510,Faith-Based Org,3
PR1906,Face-to-face solution-oriented monitoring,East Africa,Health,85862,Social Enterprise,1
PR1907,Fully-configurable asynchronous approach,North Africa,Education,5261,Social Enterprise,2
PR1908,Front-line maximized project,Southern Africa,Entrepreneurship,74533,CBO,2
PR1909,Future-proofed high-level complexity,Southern Africa,Education,78585,Social Enterprise,2
PR1910,Up-sized multi-tasking website,East Africa,Health,96406,CBO,4
PR1911,Profit-focused discrete matrix,West Africa,Infrastructure,99985,NGO,1
PR1912,Enhanced national open architecture,North Africa,Infrastructure,70797,NGO,0
PR1913,Centralized 3rdgeneration workforce,North Africa,Infrastructure,89003,Social Enterprise,1
PR1914,Focused upward-trending functionalities,East Africa,Health,50054,NGO,2
PR1915,Vision-oriented reciprocal emulation,West Africa,Infrastructure,90261,Social Enterprise,0
PR1916,Horizontal heuristic knowledge user,East Africa,Entrepreneurship,17209,Social Enterprise,1
PR1917,Digitized uniform function,West Africa,Education,63820,NGO,0
PR1918,Assimilated client-driven access,West Africa,Infrastructure,12130,CBO,2
PR1919,Synergized asymmetric contingency,North Africa,Agriculture,10574,Faith-Based Org,2
PR1920,Diverse bottom-line infrastructure,West Africa,Education,9074,NGO,3
PR1921,Optimized 3rdgeneration synergy,West Africa,Infrastructure,25884,Faith-Based Org,0
PR1922,Function-based interactive protocol,East Africa,Entrepreneurship,26706,Faith-Based Org,5
PR1923,Robust real-time pricing structure,East Africa,Agriculture,44209,Social Enterprise,5
PR1924,Fully-configurable clear-thinking moderator,West Africa,Health,64984,CBO,1
PR1925,Secured optimal protocol,Southern Africa,Entrepreneurship,29097,Faith-Based Org,4
PR1926,Multi-layered encompassing middleware,Southern Africa,Health,14864,Faith-Based Org,2
PR1927,Configurable reciprocal knowledgebase,West Africa,Infrastructure,82638,NGO,3
PR1928,Enhanced system-worthy Internet solution,North Africa,Health,27477,Faith-Based Org,2
PR1929,Enhanced systemic infrastructure,North Africa,Infrastructure,22358,NGO,3
PR1930,Ameliorated systematic concept,West Africa,Entrepreneurship,22494,NGO,2
PR1931,Synergistic optimal monitoring,East Africa,Entrepreneurship,20734,Faith-Based Org,2
PR1932,Total discrete projection,West Africa,Education,60217,CBO,2
PR1933,Down-sized optimal challenge,Southern Africa,Agriculture,40300,CBO,2
PR1934,Seamless leadingedge Local Area Network,Southern Africa,Entrepreneurship,55002,CBO,0
PR1935,Implemented asynchronous extranet,Southern Africa,Agriculture,73409,Faith-Based Org,4
PR1936,Cross-platform non-volatile encryption,West Africa,Health,28415,NGO,4
PR1937,Cloned mission-critical help-desk,Southern Africa,Education,44093,CBO,1
PR1938,Grass-roots needs-based access,Southern Africa,Education,58454,NGO,3
PR1939,Triple-buffered impactful Local Area Network,West Africa,Education,34206,Faith-Based Org,0
PR1940,Profound fresh-thinking database,Southern Africa,Education,6173,CBO,2
PR1941,Synergized directional leverage,Southern Africa,Entrepreneurship,64159,Faith-Based Org,0
PR1942,Face-to-face real-time focus group,West Africa,Education,84959,Faith-Based Org,3
PR1943,Synergized fault-tolerant archive,North Africa,Health,22283,Social Enterprise,2
PR1944,Proactive non-volatile Graphic Interface,East Africa,Infrastructure,46713,CBO,1
PR1945,Versatile homogeneous monitoring,Southern Africa,Health,51128,Social Enterprise,0
PR1946,Polarized interactive knowledgebase,East Africa,Infrastructure,38533,NGO,0
PR1947,Cloned responsive project,North Africa,Agriculture,41488,NGO,4
PR1948,Ameliorated stable website,East Africa,Infrastructure,96971,Social Enterprise,2
PR1949,Reverse-engineered user-facing software,East Africa,Health,51173,Faith-Based Org,2
PR1950,Multi-layered interactive workforce,North Africa,Education,72865,Social Enterprise,3
PR1951,Grass-roots radical productivity,Southern Africa,Infrastructure,58885,CBO,5
PR1952,Object-based uniform analyzer,East Africa,Education,35254,Faith-Based Org,3
PR1953,Business-focused system-worthy paradigm,West Africa,Infrastructure,57852,Faith-Based Org,0
PR1954,Universal non-volatile array,North Africa,Agriculture,81717,NGO,0
PR1955,Operative system-worthy installation,East Africa,Agriculture,81215,Social Enterprise,2
PR1956,Open-architected 3rdgeneration concept,North Africa,Education,22680,NGO,2
PR1957,Function-based human-resource alliance,Southern Africa,Education,84276,Faith-Based Org,2
PR1958,Programmable 6thgeneration data-warehouse,East Africa,Education,58835,CBO,3
PR1959,Automated secondary product,West Africa,Infrastructure,59650,Faith-Based Org,0
PR1960,Public-key empowering definition,West Africa,Infrastructure,79605,Faith-Based Org,0
PR1961,Polarized composite flexibility,East Africa,Education,50187,Faith-Based Org,3
PR1962,Organic bandwidth-monitored system engine,East Africa,Entrepreneurship,84062,CBO,2
PR1963,Switchable zero administration utilization,East Africa,Agriculture,77462,Faith-Based Org,3
PR1964,Fully-configurable stable neural-net,North Africa,Entrepreneurship,72471,Faith-Based Org,1
PR1965,Compatible impactful methodology,North Africa,Infrastructure,85073,CBO,3
PR1966,Pre-emptive full-range productivity,Southern Africa,Infrastructure,6619,Social Enterprise,3
PR1967,Enterprise-wide disintermediate model,West Africa,Education,38398,CBO,1
PR1968,Reduced object-oriented ability,West Africa,Entrepreneurship,37960,CBO,3
PR1969,Digitized client-driven budgetary management,West Africa,Agriculture,31233,CBO,4
PR1970,Operative homogeneous structure,West Africa,Education,21522,Faith-Based Org,2
PR1971,Down-sized background definition,West Africa,Health,5579,NGO,1
PR1972,Innovative high-level ability,Southern Africa,Agriculture,11510,Faith-Based Org,4
PR1973,Managed homogeneous utilization,North Africa,Education,85863,NGO,1
PR1974,Synchronized 5thgeneration neural-net,Southern Africa,Education,9424,Social Enterprise,1
PR1975,Pre-emptive bandwidth-monitored middleware,West Africa,Education,44389,NGO,3
PR1976,Public-key object-oriented concept,West Africa,Education,72709,Faith-Based Org,1
PR1977,Secured leadingedge capacity,Southern Africa,Education,88305,Faith-Based Org,4
PR1978,Vision-oriented multi-state knowledgebase,East Africa,Health,82520,Faith-Based Org,3
PR1979,Digitized motivating core,Southern Africa,Infrastructure,43944,CBO,0
PR1980,Assimilated systematic solution,East Africa,Agriculture,6488,Social Enterprise,2
PR1981,Open-architected next generation utilization,East Africa,Health,72972,CBO,3
PR1982,Universal holistic system engine,East Africa,Agriculture,35425,NGO,2
PR1983,Progressive exuding groupware,North Africa,Infrastructure,61112,NGO,1
PR1984,Centralized homogeneous Local Area Network,Southern Africa,Entrepreneurship,86322,Faith-Based Org,4
PR1985,Horizontal grid-enabled analyzer,East Africa,Entrepreneurship,76460,NGO,1
PR1986,De-engineered radical strategy,Southern Africa,Infrastructure,74985,CBO,1
PR1987,Team-oriented interactive conglomeration,West Africa,Health,67109,Social Enterprise,0
PR1988,Team-oriented leadingedge projection,East Africa,Health,63794,Faith-Based Org,3
PR1989,Ergonomic zero-defect concept,North Africa,Health,73969,Faith-Based Org,0
PR1990,Sharable demand-driven contingency,Southern Africa,Infrastructure,25045,Social Enterprise,2
PR1991,Robust reciprocal Graphical User Interface,West Africa,Agriculture,37493,Social Enterprise,1
PR1992,Optimized zero-defect website,North Africa,Agriculture,20796,CBO,1
PR1993,Advanced zero-defect functionalities,Southern Africa,Education,14508,CBO,2
PR1994,Reverse-engineered bi-directional hierarchy,North Africa,Entrepreneurship,46385,Faith-Based Org,4
PR1995,Intuitive local database,West Africa,Health,11793,Faith-Based Org,4
PR1996,Future-proofed disintermediate help-desk,North Africa,Infrastructure,30749,CBO,3
PR1997,Future-proofed web-enabled secured line,West Africa,Infrastructure,50824,NGO,4
PR1998,Cross-platform user-facing functionalities,East Africa,Infrastructure,16293,CBO,1
PR1999,Distributed full-range paradigm,West Africa,Education,96096,Social Enterprise,2
PR2000,Cross-platform dedicated task-force,West Africa,Entrepreneurship,30988,Faith-Based Org,1
